sample_index,rv_shift_ms,rv_shift_kms
0,77.39560485559633,0.07739560485559634
1,43.88784397520523,0.04388784397520523
2,85.85979199113825,0.08585979199113825
3,69.73680290593639,0.06973680290593638
4,9.417734788764953,0.009417734788764953
5,97.5622351636756,0.0975622351636756
6,76.1139701990353,0.07611397019903529
7,78.60643052769538,0.07860643052769538
8,12.811363267554587,0.012811363267554587
9,45.038593789556714,0.04503859378955671
10,37.07980242325812,0.037079802423258125
11,92.67649888486018,0.09267649888486018
12,64.38651200806646,0.06438651200806646
13,82.276161327083,0.082276161327083
14,44.34141988273311,0.044341419882733116
15,22.723872178477688,0.022723872178477687
16,55.45847870158348,0.05545847870158348
17,6.381725610417533,0.006381725610417533
18,82.7631171992582,0.0827631171992582
19,63.166439912206485,0.06316643991220648
20,75.80877400853738,0.07580877400853739
21,35.45259681298683,0.035452596812986834
22,97.06980243949033,0.09706980243949033
23,89.31211213221977,0.08931211213221976
24,77.83834970737618,0.07783834970737619
25,19.463870785196757,0.019463870785196756
26,46.67210037270342,0.04667210037270342
27,4.380376578722878,0.004380376578722878
28,15.428949206754783,0.015428949206754783
29,68.30489532424546,0.06830489532424547
30,74.47621559078172,0.07447621559078171
31,96.750973243421,0.096750973243421
32,32.58253581381519,0.03258253581381519
33,37.045970603486886,0.03704597060348688
34,46.95558112758079,0.04695558112758079
35,18.94713590842857,0.018947135908428572
36,12.992150533547164,0.012992150533547164
37,47.57049262259338,0.04757049262259338
38,22.69093490508841,0.022690934905088413
39,66.98139946825104,0.06698139946825105
40,43.715191887233075,0.04371519188723307
41,83.26781960578374,0.08326781960578375
42,70.0265102002249,0.0700265102002249
43,31.236664138204105,0.031236664138204105
44,83.2259801395201,0.08322598013952011
45,80.47643574968019,0.08047643574968019
46,38.74783790301745,0.038747837903017446
47,28.83281039302441,0.02883281039302441
48,68.24955039749754,0.06824955039749754
49,13.97524836093098,0.01397524836093098
50,19.990820247510833,0.019990820247510834
51,0.7362269751005512,0.0007362269751005513
52,78.69243775021384,0.07869243775021384
53,66.48508565920321,0.0664850856592032
54,70.51653786263351,0.07051653786263351
55,78.07290310219679,0.07807290310219679
56,45.891577553834,0.045891577553833995
57,56.87411959528937,0.056874119595289374
58,13.979699812765745,0.013979699812765745
59,11.453007353597345,0.011453007353597345
60,66.84029617904716,0.06684029617904716
61,47.10962061431325,0.04710962061431325
62,56.52361064811888,0.05652361064811888
63,76.49988574160255,0.07649988574160256
64,63.47183200005908,0.06347183200005908
65,55.35794006579958,0.05535794006579958
66,55.92071607454135,0.055920716074541355
67,30.39500980626122,0.03039500980626122
68,3.0817834567939406,0.0030817834567939406
69,43.671738923236234,0.04367173892323623
70,21.45846728195292,0.02145846728195292
71,40.852864372463614,0.04085286437246361
72,85.34030732681661,0.08534030732681662
73,23.393948586534073,0.023393948586534073
74,5.830274168906602,0.005830274168906602
75,28.138389202199654,0.028138389202199656
76,29.35937577666836,0.02935937577666836
77,66.1916514726895,0.0661916514726895
78,55.70321523412783,0.05570321523412783
79,78.38982091064135,0.07838982091064135
80,66.43135403273875,0.06643135403273875
81,40.63868614400705,0.04063868614400706
82,81.40203846660347,0.08140203846660347
83,16.697291990770392,0.016697291990770392
84,2.2712073133860478,0.002271207313386048
85,9.004786077564175,0.009004786077564175
86,72.23593505964503,0.07223593505964503
87,46.18772302513874,0.04618772302513874
88,16.127177903360177,0.016127177903360178
89,50.10447751033635,0.05010447751033635
90,15.231210271316842,0.015231210271316842
91,69.6320375077736,0.06963203750777361
92,44.61562755740307,0.04461562755740307
93,38.10212260964825,0.03810212260964825
94,30.151208914787652,0.03015120891478765
95,63.028259311888846,0.06302825931188885
96,36.18126105533904,0.036181261055339045
97,8.7649919316101,0.0087649919316101
98,11.800590212051532,0.011800590212051532
99,96.18976645495145,0.09618976645495145
100,90.8580690707607,0.0908580690707607
101,69.97071338107496,0.06997071338107495
102,26.586996145951957,0.026586996145951957
103,96.91763773477238,0.09691763773477238
104,77.87509039657947,0.07787509039657947
105,71.68901891589957,0.07168901891589957
106,44.93615021437887,0.04493615021437887
107,27.224156184515902,0.027224156184515902
108,9.63909621534993,0.00963909621534993
109,90.26023965438416,0.09026023965438416
110,45.57762898336111,0.04557762898336111
111,20.236336479523032,0.020236336479523033
112,30.59566241506525,0.03059566241506525
113,57.9219568941896,0.0579219568941896
114,17.67727829392317,0.017677278293923168
115,85.66142840923754,0.08566142840923754
116,75.85195298352102,0.07585195298352101
117,71.94629559509367,0.07194629559509368
118,43.20930397751037,0.043209303977510376
119,62.73088407024432,0.06273088407024432
120,58.40979689127356,0.058409796891273555
121,64.984660155482,0.064984660155482
122,8.44443211398891,0.00844443211398891
123,41.58074021706096,0.041580740217060964
124,4.161417386189248,0.004161417386189248
125,49.39908192445189,0.049399081924451894
126,32.98612123327853,0.03298612123327853
127,14.45241888660469,0.01445241888660469
128,10.340296772255165,0.010340296772255165
129,58.7644572177712,0.0587644572177712
130,17.05929685368861,0.01705929685368861
131,92.51201183767972,0.09251201183767972
132,58.106113970039495,0.058106113970039494
133,34.686980453483706,0.03468698045348371
134,59.091549148141674,0.05909154914814167
135,2.28038710296975,0.00228038710296975
136,95.85592132414453,0.09585592132414453
137,48.23034369429002,0.04823034369429002
138,78.27352272502863,0.07827352272502863
139,8.272999992243857,0.008272999992243858
140,48.66583308381603,0.04866583308381603
141,49.07069943545209,0.04907069943545209
142,93.78264549749828,0.09378264549749828
143,57.17280523760754,0.05717280523760754
144,47.348940105695384,0.04734894010569538
145,26.69756630918936,0.026697566309189357
146,33.15689973425522,0.03315689973425522
147,52.06724024715378,0.05206724024715378
148,43.89114603050467,0.043891146030504674
149,2.1612079880330426,0.0021612079880330426
150,82.62919241943578,0.08262919241943578
151,89.61607718397667,0.08961607718397667
152,14.024908899861078,0.014024908899861079
153,55.40361435390494,0.055403614353904944
154,10.857574113544356,0.010857574113544356
155,67.22400930398116,0.06722400930398116
156,28.123378383900832,0.028123378383900832
157,65.94226346919018,0.06594226346919017
158,72.69946142868827,0.07269946142868827
159,76.8647491917657,0.0768647491917657
160,10.774094595589656,0.010774094595589655
161,91.60118451376078,0.09160118451376079
162,23.02139908948808,0.02302139908948808
163,3.741255617617978,0.0037412556176179778
164,55.48524693914834,0.05548524693914834
165,37.092228386243875,0.037092228386243875
166,82.97897431324131,0.0829789743132413
167,80.82514720643019,0.08082514720643019
168,31.713889282271534,0.031713889282271535
169,95.28993950697449,0.0952899395069745
170,29.091783814011862,0.02909178381401186
171,51.50571292317145,0.05150571292317145
172,25.596509056760276,0.025596509056760277
173,93.60435700489633,0.09360435700489633
174,16.460781758201815,0.016460781758201815
175,4.491061939232899,0.004491061939232899
176,43.509706000303794,0.043509706000303794
177,99.2375564055837,0.09923755640558371
178,89.1677266254914,0.0891677266254914
179,74.86080194569492,0.07486080194569492
180,89.07924908785249,0.08907924908785249
181,89.34466396978632,0.08934466396978633
182,51.885836038644904,0.051885836038644904
183,31.5929051830793,0.0315929051830793
184,77.2012432110988,0.0772012432110988
185,66.16612631677611,0.06616612631677611
186,37.36577288737101,0.03736577288737101
187,9.446666806151526,0.009446666806151527
188,74.6789611349026,0.07467896113490259
189,26.246051592286467,0.026246051592286466
190,93.68131505337793,0.09368131505337793
191,24.097057500568475,0.024097057500568474
192,12.275793241148602,0.012275793241148601
193,83.11126721249062,0.08311126721249061
194,15.328431662449404,0.015328431662449404
195,17.926830815773908,0.017926830815773908
196,59.93827915208435,0.05993827915208435
197,87.45620408374644,0.08745620408374644
198,19.643466571457324,0.019643466571457324
199,31.03236729000948,0.03103236729000948
200,77.74048382411776,0.07774048382411776
201,97.18264260609673,0.09718264260609674
202,50.07411862023423,0.05007411862023423
203,14.389750255125078,0.014389750255125077
204,1.3936287708201545,0.0013936287708201545
205,22.965602999885526,0.022965602999885527
206,13.182221778652103,0.013182221778652104
207,67.76586736128574,0.06776586736128574
208,12.183250462853113,0.012183250462853113
209,50.6329931620633,0.0506329931620633
210,69.42624356428865,0.06942624356428866
211,58.11166092209024,0.05811166092209024
212,19.97756516600576,0.01997756516600576
213,80.41245261822627,0.08041245261822627
214,71.54071296158017,0.07154071296158017
215,73.89840039155418,0.07389840039155418
216,13.105775155731326,0.013105775155731325
217,12.375380365034461,0.012375380365034461
218,92.75625510065076,0.09275625510065076
219,39.75781938249406,0.039757819382494064
220,30.094869178093976,0.030094869178093977
221,48.85840453515333,0.04885840453515333
222,66.28642127635824,0.06628642127635824
223,95.56232570469699,0.09556232570469698
224,28.6446226882055,0.0286446226882055
225,92.48084293120272,0.09248084293120272
226,2.4859491386256316,0.0024859491386256317
227,55.51980423268247,0.05551980423268247
228,63.39751116810851,0.0633975111681085
229,10.58974037507533,0.01058974037507533
230,14.033959706391263,0.014033959706391264
231,41.91143193163038,0.04191143193163038
232,96.62319121431817,0.09662319121431817
233,59.604255323437286,0.059604255323437286
234,93.30232216002112,0.09330232216002111
235,80.43609156129708,0.08043609156129708
236,46.73816015552915,0.04673816015552915
237,78.47634492521874,0.07847634492521874
238,1.7836783976987736,0.0017836783976987736
239,10.914399676573494,0.010914399676573493
240,82.94286148827364,0.08294286148827364
241,79.68170883251618,0.07968170883251618
242,23.26407419664337,0.02326407419664337
243,53.07695905990535,0.05307695905990535
244,60.60158207000109,0.060601582070001096
245,86.77389537760112,0.08677389537760112
246,60.31071573387257,0.06031071573387257
247,41.25715692736803,0.04125715692736803
248,37.41840434071827,0.03741840434071827
249,42.58820863735099,0.04258820863735099
250,65.19310255799742,0.06519310255799741
251,86.7490631752325,0.0867490631752325
252,45.38968820762997,0.04538968820762997
253,24.783956295135813,0.02478395629513581
254,23.666236299758115,0.023666236299758114
255,74.60142802434464,0.07460142802434465
256,81.65687634239104,0.08165687634239105
257,10.527807985412496,0.010527807985412497
258,6.655885695517815,0.0066558856955178155
259,59.443366375645176,0.05944336637564518
260,14.617324419269828,0.014617324419269828
261,82.46641904563413,0.08246641904563412
262,31.033467392407445,0.031033467392407445
263,14.387193297114266,0.014387193297114265
264,92.09704724874503,0.09209704724874503
265,16.553172273527817,0.016553172273527816
266,28.472008233793556,0.028472008233793557
267,15.361339519205863,0.015361339519205864
268,11.549006366535497,0.011549006366535497
269,2.1148016336440034,0.0021148016336440035
270,5.539540916426011,0.005539540916426011
271,17.464147093585268,0.017464147093585267
272,5.338193262717539,0.0053381932627175385
273,59.11438161109712,0.059114381611097125
274,68.07145267995064,0.06807145267995064
275,39.36304568320283,0.03936304568320283
276,31.79910969520494,0.03179910969520494
277,50.45262370222301,0.05045262370222301
278,87.50049422346086,0.08750049422346086
279,85.1131626822206,0.0851131626822206
280,4.347506201279194,0.004347506201279194
281,18.14984095965241,0.01814984095965241
282,23.6744871104396,0.0236744871104396
283,24.938757583221182,0.024938757583221182
284,57.12326517427727,0.05712326517427727
285,41.62624257031923,0.04162624257031923
286,4.925411992759399,0.004925411992759398
287,37.36141384595716,0.03736141384595716
288,52.37529487176372,0.05237529487176372
289,10.167190290371597,0.010167190290371596
290,83.34585537885597,0.08334585537885597
291,5.196186646510426,0.005196186646510425
292,92.48418690180621,0.09248418690180621
293,9.91131415798755,0.00991131415798755
294,84.35749515977527,0.08435749515977527
295,90.26531439276171,0.09026531439276171
296,97.95706805865927,0.09795706805865928
297,80.20258802735935,0.08020258802735936
298,77.94775407713288,0.07794775407713289
299,64.24832759955477,0.06424832759955477
300,77.8996354578129,0.07789963545781291
301,13.455220841314707,0.013455220841314708
302,53.60680359476373,0.05360680359476373
303,51.42228701904145,0.051422287019041446
304,85.75721441225575,0.08575721441225576
305,46.27993655935158,0.04627993655935158
306,38.508949610035344,0.03850894961003534
307,63.95632712371101,0.06395632712371101
308,26.646331750084606,0.026646331750084604
309,13.976841095395686,0.013976841095395686
310,47.78772740237458,0.04778772740237458
311,41.6889368594885,0.0416889368594885
312,23.25699405288737,0.02325699405288737
313,36.7511810115128,0.0367511810115128
314,36.63924498262474,0.03663924498262474
315,32.74955644125455,0.032749556441254546
316,37.946407972692896,0.03794640797269289
317,68.57433454559454,0.06857433454559454
318,29.68764745712853,0.02968764745712853
319,94.88579267153405,0.09488579267153405
320,91.63480195381779,0.09163480195381779
321,48.09104283000786,0.048091042830007855
322,32.83612050046888,0.03283612050046888
323,53.54347898300031,0.05354347898300031
324,84.85604887736245,0.08485604887736245
325,65.2587340560102,0.0652587340560102
326,80.43918279470775,0.08043918279470774
327,53.27222760657402,0.05327222760657402
328,63.291762926762075,0.06329176292676207
329,28.815561418246173,0.028815561418246174
330,73.48931623102908,0.07348931623102908
331,20.240459312571836,0.020240459312571835
332,69.47981288184982,0.06947981288184982
333,86.0719068325894,0.0860719068325894
334,13.210283730154393,0.013210283730154393
335,61.43797405419198,0.061437974054191984
336,9.50957482299346,0.009509574822993461
337,72.57156282714269,0.07257156282714268
338,8.449321882352024,0.008449321882352024
339,93.5939822700626,0.0935939822700626
340,13.740793003780215,0.013740793003780215
341,95.88802459090803,0.09588802459090803
342,80.08841760850967,0.08008841760850967
343,59.36820044663541,0.05936820044663541
344,78.26241046295469,0.07826241046295469
345,79.51148389830858,0.07951148389830859
346,94.60270628173303,0.09460270628173303
347,25.338335383918718,0.025338335383918716
348,59.00758953583092,0.059007589535830914
349,9.504919756440122,0.009504919756440123
350,61.61657000241213,0.061616570002412135
351,17.12913040927888,0.017129130409278878
352,56.495061147244186,0.05649506114724419
353,57.24305140338497,0.05724305140338497
354,46.598515298122734,0.046598515298122735
355,52.26317755131228,0.05226317755131228
356,76.3923390006588,0.0763923390006588
357,79.92447165120666,0.07992447165120665
358,49.215321557542914,0.049215321557542914
359,59.95934415226123,0.05995934415226123
360,93.12362356901018,0.09312362356901017
361,11.97335885011228,0.01197335885011228
362,11.71035659001105,0.01171035659001105
363,8.770901191076842,0.008770901191076841
364,65.78632850405278,0.06578632850405278
365,41.860830079037946,0.041860830079037945
366,77.43214161418433,0.07743214161418434
367,67.12314133085926,0.06712314133085925
368,33.36377583282382,0.03336377583282382
369,89.83665473615358,0.08983665473615357
370,76.25321470706523,0.07625321470706523
371,27.053494091017573,0.027053494091017573
372,36.4192017772054,0.0364192017772054
373,31.44399802042629,0.031443998020426286
374,15.761164862499966,0.015761164862499965
375,14.778337254219165,0.014778337254219166
376,93.61274633757441,0.09361274633757441
377,43.79040371987533,0.04379040371987533
378,38.331982277740984,0.038331982277740984
379,72.9685708677378,0.0729685708677378
380,55.29930652528999,0.05529930652528999
381,93.61399868384622,0.09361399868384622
382,78.03014939093921,0.07803014939093922
383,47.93695641245404,0.04793695641245404
384,37.635947348082624,0.03763594734808262
385,98.6631544924322,0.0986631544924322
386,71.77602360036434,0.07177602360036434
387,95.11946600038411,0.09511946600038411
388,11.847857721704136,0.011847857721704136
389,85.05336791907825,0.08505336791907825
390,63.70738839912076,0.06370738839912075
391,12.192167833511258,0.012192167833511259
392,58.825799996922065,0.058825799996922064
393,68.60963651054487,0.06860963651054487
394,1.2302685888602838,0.0012302685888602837
395,45.43179618417466,0.04543179618417466
396,82.53995111963212,0.08253995111963212
